225	"Pollution"	85	80	70	8	4	500	542	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	225	0	0	3	0	1	0	2	0	0	11	3	150	-1	-1	125	0	0
230	"Lightning Shock"	93	95	115	7	6	0	823	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	230	0	0	2	0	1	0	2	0	0	0	3	200	-1	-1	105	0	0
232	"Strike of Destruction"	100	110	30	24	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	1	0	1	0	2	1	0	2	1	150	-1	-1	135	0	0
233	"Expansion of Wizardry"	220	0	200	50	6	0	1058	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	233	1	0	0	82	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
234	"Recovery"	100	0	40	10	6	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	3	0	0	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
235	"Multi-Shot"	100	40	10	7	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	1	0	1	0	0	0	0	5	2	200	-1	-1	105	0	0
236	"Flame Strike"	100	140	20	25	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	1	0	1	0	2	0	0	2	1	200	-1	-1	135	0	0
237	"Gigantic Storm"	220	110	120	10	6	0	1058	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	2	0	1	0	2	0	0	0	3	250	-1	-1	115	0	0
238	"Chaotic Diseier"	100	190	50	15	6	0	84	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	1	0	1	0	2	0	0	0	1	150	-1	-1	105	0	0
239	"Doppelganger Self Destruct"	100	140	20	25	3	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
260	"Killing Blow"	0	0	9	0	2	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	260	0	1	1	0	0	0	1	0	0	0	4	200	-1	-1	155	0	0
261	"Beast Uppercut"	0	0	9	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	261	0	1	1	0	0	0	1	0	0	0	4	200	-1	-1	155	0	0
262	"Chain Drive"	150	0	15	20	4	700	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	262	0	0	1	0	0	0	1	0	0	7	-1	-1	-1	-1	105	0	0
263	"Dark Side"	180	0	70	0	5	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	263	0	0	1	0	1	0	0	0	0	0	-1	-1	-1	-1	115	0	0
264	"Dragon Roar"	150	0	50	30	3	700	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	264	0	0	1	0	0	0	0	0	0	7	-1	-1	-1	-1	100	0	0
265	"Dragon Slasher"	200	0	100	100	4	3000	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	265	0	0	1	0	0	0	0	0	0	7	-1	-1	-1	-1	100	0	0
266	"Ignore Defense"	120	0	50	10	3	0	404	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	266	1	0	0	129	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
267	"Increase Health"	80	0	50	10	7	0	132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	267	1	0	0	130	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
268	"Increase Block"	50	0	50	10	7	0	80	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	268	1	0	0	131	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
269	"Charge"	0	90	20	15	4	0	0	0	0	0	0	0	1	0	75	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	1	0	0	0	-1	-1	-1	-1	100	0	0
270	"Phoenix Shot"	0	0	30	0	4	1200	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	270	0	1	1	0	0	0	0	0	0	0	4	200	-1	-1	125	0	0
271	"Spin Step"	83	100	12	0	2	500	0	0	150	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	271	0	0	1	0	0	0	0	0	0	4	2	-1	-1	-1	100	0	0
272	"Circle Shield"	220	0	100	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	272	1	0	0	216	2	0	0	0	0	8	2	-1	-1	-1	100	0	0
273	"Obsidian"	74	0	50	50	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	273	1	0	0	217	3	0	0	0	0	0	1	-1	-1	-1	100	0	0
274	"Magic Pin"	30	80	30	20	2	500	0	300	300	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	274	0	0	1	0	0	0	0	0	0	4	2	-1	-1	-1	100	0	0
