49	4	113	1	5	190	8	204	25	149	85	184	28	197	20	149	89	528	522
// 깊은던전 1층																		
50	5	116	0	1	36	179	56	197	121	138	55	172	48	185	121	125	542	561
51	5	116	0	2	14	223	29	240	121	138	30	220	20	231	122	125	542	561
52	5	116	0	3	89	234	103	249	140	138	110	233	98	242	123	125	542	561
53	5	116	0	4	207	206	221	222	140	138	199	214	214	214	124	125	542	561
54	5	116	0	5	233	159	248	173	140	138	222	167	241	165	125	125	542	561
55	5	116	1	1	4	167	18	180	121	138	13	158	9	173	120	126	542	561
56	5	116	1	2	72	207	87	225	121	138	75	195	81	215	120	127	542	561
57	5	116	1	3	159	234	170	247	140	138	161	226	164	240	120	128	542	561
58	5	116	1	4	235	219	246	234	140	138	228	224	240	225	120	129	542	561
59	5	116	1	5	233	174	248	185	140	138	223	178	239	179	120	130	542	561
// 깊은던전 2층																		
60	6	117	0	1	9	99	22	118	120	110	27	110	13	105	124	122	546	562
61	6	117	0	2	69	22	80	35	120	110	65	33	73	27	125	122	546	562
62	6	117	0	3	137	49	149	63	143	121	132	59	143	55	126	122	546	562
63	6	117	0	4	162	18	174	31	143	121	161	13	167	24	127	122	546	562
64	6	117	0	5	216	113	229	126	143	121	209	117	223	119	128	122	546	562
65	6	117	1	1	46	120	60	133	120	110	60	116	53	126	124	123	546	562
66	6	117	1	2	51	6	61	18	120	110	54	25	55	10	124	124	546	562
67	6	117	1	3	131	12	143	23	143	121	146	22	136	17	124	125	546	562
68	6	117	1	4	195	44	207	58	143	121	191	53	202	51	124	126	546	562
69	6	117	1	5	212	84	222	99	143	121	209	96	218	92	124	127	546	562
// 깊은던전 3층																		
70	7	118	0	1	37	47	47	57	107	127	29	51	43	51	124	123	550	563
71	7	118	0	2	6	135	16	147	107	127	15	131	9	141	125	123	550	563
72	7	118	0	3	24	222	37	234	107	127	16	228	31	228	126	123	550	563
73	7	118	0	4	65	240	76	250	128	145	77	237	69	245	127	123	550	563
74	7	118	0	5	159	153	169	166	128	145	168	168	164	158	128	123	550	563
75	7	118	1	1	60	50	70	58	107	127	65	63	65	54	123	124	550	563
76	7	118	1	2	35	85	46	94	107	127	34	97	40	89	123	125	550	563
77	7	118	1	3	13	170	25	180	107	127	20	163	18	174	123	126	550	563
78	7	118	1	4	159	237	172	247	128	145	150	247	168	241	123	127	550	563
79	7	118	1	5	173	193	182	209	128	145	165	195	177	202	123	128	550	563
// 깊은던전 4층																		
80	8	119	0	1	1	10	11	23	150	104	12	7	4	17	124	116	554	564
81	8	119	0	2	146	24	157	38	150	104	140	39	151	27	125	116	554	564
82	8	119	0	3	225	11	243	28	150	104	246	29	232	18	126	116	554	564
83	8	119	0	4	232	88	244	101	150	104	243	84	238	95	127	116	554	564
84	8	119	0	5	232	176	249	192	150	104	240	198	242	184	128	116	554	564
85	8	119	1	1	98	20	107	31	150	104	92	29	102	25	124	117	554	564
86	8	119	1	2	176	11	188	20	150	104	170	20	183	15	124	118	554	564
87	8	119	1	3	177	90	189	102	150	104	185	78	183	97	124	119	554	564
88	8	119	1	4	195	116	207	128	150	104	200	108	201	122	124	120	554	564
89	8	119	1	5	177	148	190	159	150	104	199	153	183	153	124	121	554	564
// 깊은던전 5층																		
90	9	120	0	1	30	4	44	18	111	110	54	26	37	11	127	119	558	565
91	9	120	0	2	16	214	28	225	106	129	37	219	21	220	128	119	558	565
92	9	120	0	3	115	12	126	25	126	94	133	19	120	17	129	119	558	565
93	9	120	0	4	166	203	180	217	126	145	158	209	175	208	130	119	558	565
94	9	120	0	5	240	97	250	112	145	119	231	106	243	104	131	119	558	565
95	9	120	1	1	107	61	117	72	111	110	105	57	111	67	126	120	558	565
96	9	120	1	2	64	192	72	207	106	129	78	190	68	199	126	121	558	565
97	9	120	1	3	146	69	156	84	126	94	159	79	150	76	126	122	558	565
98	9	120	1	4	191	203	199	218	126	145	200	198	194	210	126	123	558	565
99	9	120	1	5	173	96	189	107	145	119	193	106	179	101	126	124	558	565
// 어둠의늪																		
100	10	122	0	1	66	216	81	230	103	159	59	213	75	222	104	159	569	567
101	10	122	0	2	213	15	227	33	182	102	218	46	220	22	183	102	573	567
102	10	122	0	3	83	47	99	66	132	68	85	72	91	57	89	104	581	567
103	10	122	0	4	120	154	136	172	173	149	144	163	126	164	161	152	585	567
104	10	122	0	5	118	6	134	23	160	152	109	15	126	15	133	68	577	567
105	10	122	1	1	17	131	30	145	103	159	17	155	24	138	103	160	569	567
106	10	122	1	2	233	108	247	125	182	102	234	100	240	115	182	103	573	567
107	10	122	1	3	18	87	30	103	132	68	29	77	23	94	88	105	581	567
108	10	122	1	4	210	216	224	230	173	149	199	207	217	223	160	153	585	567
109	10	122	1	5	14	38	27	54	97	94	31	33	18	45	132	69	577	567
// 쿠베라광산 - 광산지역																		
110	11	123	0	1	230	9	244	22	200	65	222	27	238	14	205	65	593	591
111	11	124	0	2	230	9	244	22	200	65	222	27	238	14	206	65	601	591
112	11	125	0	3	230	9	244	22	200	65	222	27	238	14	207	65	609	591
113	11	126	0	4	230	9	244	22	200	65	222	27	238	14	208	65	597	591
114	11	127	0	5	230	9	244	22	200	65	222	27	238	14	208	67	605	591
115	11	123	1	1	137	30	151	42	200	65	158	32	142	37	204	65	593	591
116	11	124	1	2	137	30	151	42	200	65	158	32	142	37	204	66	601	591
117	11	125	1	3	137	30	151	42	200	65	158	32	142	37	204	67	609	591
118	11	126	1	4	137	30	151	42	200	65	158	32	142	37	205	66	597	591
119	11	127	1	5	137	30	151	42	200	65	158	32	142	37	205	67	605	591
// 쿠베라광산 - 폐광지역																		
120	12	123	0	1	119	89	133	99	200	65	134	80	125	93	205	65	593	591
121	12	124	0	2	119	89	133	99	200	65	134	80	125	93	206	65	601	591
122	12	125	0	3	119	89	133	99	200	65	134	80	125	93	207	65	609	591
123	12	126	0	4	119	89	133	99	200	65	134	80	125	93	208	65	597	591
124	12	127	0	5	119	89	133	99	200	65	134	80	125	93	208	67	605	591
125	12	123	1	1	83	46	93	64	200	65	101	59	88	53	204	65	593	591
126	12	124	1	2	83	46	93	64	200	65	101	59	88	53	204	66	601	591
127	12	125	1	3	83	46	93	64	200	65	101	59	88	53	204	67	609	591
128	12	126	1	4	83	46	93	64	200	65	101	59	88	53	205	66	597	591
129	12	127	1	5	83	46	93	64	200	65	101	59	88	53	205	67	605	591
// 심연의아틀란스 1층																		
130	13	128	0	1	233	148	244	159	140	140	239	170	238	154	130	126	617	617
131	13	128	0	2	46	16	59	28	116	113	43	36	54	21	131	126	617	617
132	13	128	0	3	114	232	127	242	120	140	131	226	120	237	132	126	617	617
133	13	128	0	4	228	46	240	60	147	125	219	55	233	52	133	126	617	617
134	13	128	0	5	19	192	32	205	115	114	42	195	25	196	134	126	617	617
135	13	128	1	1	235	116	245	128	140	140	230	135	240	122	129	127	617	617
136	13	128	1	2	22	49	36	63	116	113	44	51	29	56	129	128	617	617
137	13	128	1	3	126	180	138	191	120	140	116	183	131	185	129	129	617	617
138	13	128	1	4	221	13	232	24	147	125	213	25	225	19	129	130	617	617
139	13	128	1	5	66	231	76	242	115	114	56	230	70	237	129	131	617	617
// 심연의아틀란스 2층																		
140	14	129	0	1	221	124	235	139	146	130	224	149	228	131	123	123	618	618
141	14	129	0	2	32	63	47	79	113	107	56	64	39	70	124	123	618	618
142	14	129	0	3	136	222	151	239	119	140	127	239	144	230	125	123	618	618
143	14	129	0	4	160	18	175	36	143	115	176	46	167	27	126	123	618	618
144	14	129	0	5	29	179	44	199	109	138	29	170	36	190	127	123	618	618
145	14	129	1	1	225	96	240	113	146	130	217	113	231	104	123	124	618	618
146	14	129	1	2	22	85	35	101	113	107	45	93	28	92	123	125	618	618
147	14	129	1	3	156	216	171	236	119	140	165	203	164	227	123	126	618	618
148	14	129	1	4	129	18	145	33	143	115	150	39	136	25	123	127	618	618
149	14	129	1	5	41	199	59	219	109	138	65	193	50	208	123	128	618	618
// 심연의아틀란스 3층																		
150	15	130	0	1	227	195	240	210	123	140	222	214	232	202	129	122	619	619
151	15	130	0	2	117	62	130	76	148	115	137	66	122	69	130	122	619	619
152	15	130	0	3	115	168	127	181	109	122	105	167	121	173	131	122	619	619
153	15	130	0	4	167	95	179	109	144	138	185	107	173	102	132	122	619	619
154	15	130	0	5	64	117	78	130	124	104	69	105	70	123	133	122	619	619
155	15	130	0	1	171	151	184	165	123	140	166	170	176	157	128	123	619	619
156	15	130	0	2	97	27	111	40	148	115	107	19	103	33	128	124	619	619
157	15	130	0	3	107	211	121	224	109	122	97	222	113	217	128	125	619	619
158	15	130	0	4	207	68	220	81	144	138	225	82	214	73	128	126	619	619
159	15	130	0	5	33	132	45	146	124	104	32	123	37	137	128	127	619	619
// 스코치드협곡 - 저렙지역																		
160	16	131	0	1	177	184	195	201	143	203	178	208	188	191	142	200	626	620
161	16	131	0	2	106	50	120	64	82	75	109	44	111	56	81	74	622	620
162	16	131	0	3	230	103	244	117	224	18	232	95	237	110	241	19	630	620
163	16	131	0	4	122	125	137	142	143	203	115	130	129	132	142	201	626	620
164	16	131	0	5	70	211	85	225	143	203	78	201	77	217	142	202	626	620
165	16	131	1	1	136	166	148	178	143	203	136	160	140	171	143	200	626	620
166	16	131	1	1	141	221	156	235	143	203	153	211	148	226	143	201	626	620
167	16	131	1	1	165	229	185	243	143	203	176	215	172	233	143	202	626	620
168	16	131	1	2	129	45	138	60	82	75	131	38	134	52	82	74	622	620
169	16	131	1	2	149	26	165	41	82	75	170	47	157	34	83	74	622	620
170	16	131	1	2	100	5	112	18	82	75	104	25	106	11	80	75	622	620
171	16	131	1	3	207	89	219	101	224	18	211	82	212	94	240	20	630	620
172	16	131	1	3	189	66	200	78	224	18	203	80	195	73	240	20	630	620
173	16	131	1	3	173	75	186	89	224	18	175	98	181	82	240	21	630	620
174	16	131	1	4	87	155	100	165	143	203	105	154	93	160	144	200	626	620
175	16	131	1	4	99	92	109	108	82	75	106	83	104	100	82	77	622	620
176	16	131	1	4	60	54	76	70	82	75	82	65	70	62	82	78	622	620
177	16	131	1	5	96	224	106	241	143	203	107	220	101	232	144	201	626	620
178	16	131	1	5	118	228	131	240	143	203	129	219	125	233	144	202	626	620
179	16	131	1	5	121	188	130	203	143	203	135	197	125	195	143	203	626	620
// 스코치드협곡 - 고렙지역																		
180	17	131	0	1	207	223	224	241	143	203	206	216	217	230	142	200	626	620
181	17	131	0	2	33	10	45	26	82	75	51	22	38	19	81	74	622	620
182	17	131	0	3	194	143	210	153	224	18	190	137	202	146	241	19	630	620
183	17	131	0	4	15	89	30	105	82	75	33	111	21	95	142	201	626	620
184	17	131	0	5	21	171	39	186	143	203	28	192	29	179	142	202	626	620
185	17	131	1	1	188	220	202	230	143	203	186	216	195	225	143	200	626	620
186	17	131	1	1	211	200	222	210	143	203	209	216	215	205	143	201	626	620
187	17	131	1	1	225	175	236	187	143	203	226	193	230	181	143	202	626	620
188	17	131	1	2	61	8	73	23	82	75	69	30	67	14	82	74	622	620
189	17	131	1	2	66	41	82	52	82	75	76	32	73	46	83	74	622	620
190	17	131	1	2	79	9	89	20	82	75	85	28	83	13	80	75	622	620
191	17	131	1	3	165	129	179	138	224	18	187	136	171	132	240	20	630	620
192	17	131	1	3	198	107	208	124	224	18	191	104	202	114	240	20	630	620
193	17	131	1	3	222	127	233	138	224	18	215	139	227	134	240	21	630	620
194	17	131	1	4	41	70	53	84	82	75	60	85	48	77	144	200	626	620
195	17	131	1	4	71	117	83	132	82	75	62	126	78	124	82	77	622	620
196	17	131	1	4	0	0	0	0	133	179	53	155	82	75	82	78	622	620
197	17	131	1	5	44	175	57	188	143	203	62	194	50	182	144	201	626	620
198	17	131	1	5	30	210	44	226	143	203	40	197	37	218	144	202	626	620
199	17	131	1	5	53	231	71	244	143	203	57	217	62	237	143	203	626	620
// 홍연의이카루스																		
200	18	132	0	1	42	81	55	94	110	116	66	86	49	87	124	114	633	633
201	18	132	0	2	48	146	61	161	111	132	72	150	54	152	125	114	633	633
202	18	132	0	3	148	93	160	107	128	103	160	83	154	99	126	114	633	633
203	18	132	0	4	148	160	160	172	128	139	137	162	154	165	127	114	633	633
204	18	132	0	5	193	115	193	115	139	125	181	119	198	122	128	114	633	633
205	18	132	1	1	89	70	101	82	110	116	95	94	94	75	123	115	633	633
206	18	132	1	2	97	147	109	159	111	132	100	167	103	152	123	116	633	633
207	18	132	1	3	188	73	201	84	128	103	208	75	194	78	123	117	633	633
208	18	132	1	4	120	185	132	195	128	139	131	174	125	190	123	118	633	633
209	18	132	1	5	163	142	176	156	139	125	170	129	170	149	123	119	633	633
end																		
