/////////////////////////////////////////////////////////////////////////												
// 최초 적용일	Season11 P.2											
// 스크립트 사용	클라이언트/서버 공용											
// 스크립트 이름	SeedSphereUpgread											
// 문서 버전	0.0.0.1											
// 최종 작업자	사재일											
// 최종 작업일	2016-06-13 16:13											
// 작업 내용	시드스피어강화											
/////////////////////////////////////////////////////////////////////////												
// 0번 테이블은 강화대상 시드스피어 및 IDfmf 등록한다.												
// 1번 테이블은 조합 ID에 따른 서브재료 시드스피어를 등록한다.												
// 2번 테이블은 조합 ID에 따른 시드스피어 아이템의 설정을 등록한다.												
// 3번 테이블은 조합 ID에 따른 확률 및 젠의 설정을 등록한다. 												
// 4번 테이블은 성공 시 조합 ID에 따른 결과물을 등록한다.												
//메인재료 (강화대상 아이템)												
//82	12	363										
//83	12	364										
//84	12	365										
//85	12	366										
//86	12	367										
//87	12	368										
//88	12	369										
//89	12	370										
//90	12	371										
//91	12	372										
//92	12	373										
//93	12	374										
//94	12	375										
//95	12	376										
//96	12	377										
//97	12	378										
//98	12	379										
//99	12	380										
//100	12	381										
//101	12	382										
//102	12	383										
//103	12	384										
//104	12	385										
//105	12	386										
//106	12	387										
//107	12	388										
//108	12	389										
//109	12	390										
//110	12	391										
//111	12	392										
//112	12	393										
//113	12	394										
end												
												
//서브재료												
1												
//ID	ItemType(Sub)	ItemIndex(Sub) - Min	ItemIndex(Sub) - Max									
0	12	100	105									
1	12	100	105									
2	12	100	105									
3	12	100	105									
4	12	100	105									
5	12	100	105									
6	12	106	111									
7	12	106	111									
8	12	106	111									
9	12	106	111									
10	12	106	111									
11	12	106	111									
12	12	112	117									
13	12	112	117									
14	12	112	117									
15	12	112	117									
16	12	112	117									
17	12	112	117									
18	12	118	123									
19	12	118	123									
20	12	118	123									
21	12	118	123									
22	12	118	123									
23	12	118	123									
24	12	124	129									
25	12	124	129									
26	12	124	129									
27	12	124	129									
28	12	124	129									
29	12	124	129									
30	12	311	316									
31	12	311	316									
32	12	311	316									
33	12	311	316									
34	12	311	316									
35	12	311	316									
36	12	317	322									
37	12	317	322									
38	12	317	322									
39	12	317	322									
40	12	317	322									
41	12	317	322									
42	12	323	328									
43	12	323	328									
44	12	323	328									
45	12	323	328									
46	12	323	328									
47	12	323	328									
48	12	329	334									
49	12	329	334									
50	12	329	334									
51	12	329	334									
52	12	329	334									
53	12	329	334									
//54	12	335	340									
//55	12	335	340									
//56	12	335	340									
//57	12	335	340									
//58	12	335	340									
//59	12	335	340									
//60	12	341	346									
//61	12	341	346									
//62	12	341	346									
//63	12	341	346									
//64	12	341	346									
//65	12	341	346									
//66	12	347	352									
//67	12	347	352									
//68	12	347	352									
//69	12	347	352									
//70	12	347	352									
//71	12	347	352									
//72	12	353	358									
//73	12	353	358									
//74	12	353	358									
//75	12	353	358									
//76	12	353	358									
//77	12	353	358									
//78	12	359	364									
//79	12	359	364									
//80	12	359	364									
//81	12	359	364									
//82	12	359	364									
//83	12	359	364									
//84	12	365	370									
//85	12	365	370									
//86	12	365	370									
//87	12	365	370									
//88	12	365	370									
//89	12	365	370									
//90	12	371	376									
//91	12	371	376									
//92	12	371	376									
//93	12	371	376									
//94	12	371	376									
//95	12	371	376									
//96	12	377	382									
//97	12	377	382									
//98	12	377	382									
//99	12	377	382									
//100	12	377	382									
//101	12	377	382									
//102	12	383	388									
//103	12	383	388									
//104	12	383	388									
//105	12	383	388									
//106	12	383	388									
//107	12	383	388									
//108	12	389	394									
//109	12	389	394									
//110	12	389	394									
//111	12	389	394									
//112	12	389	394									
//113	12	389	394									
end												
												
// 부가재료  소켓 강화 룬												
2												
//ID	itemType	ItemIndex	등록 아이템 개수(아이템 내구도)									
0	12	401	4									
1	12	401	4									
2	12	401	4									
3	12	401	4									
4	12	401	4									
5	12	401	4									
6	12	401	5									
7	12	401	5									
8	12	401	5									
9	12	401	5									
10	12	401	5									
11	12	401	5									
12	12	401	5									
13	12	401	5									
14	12	401	5									
15	12	401	5									
16	12	401	5									
17	12	401	5									
18	12	401	5									
19	12	401	5									
20	12	401	5									
21	12	401	5									
22	12	401	5									
23	12	401	5									
24	12	401	6									
25	12	401	6									
26	12	401	6									
27	12	401	6									
28	12	401	6									
29	12	401	6									
30	12	401	7									
31	12	401	7									
32	12	401	7									
33	12	401	7									
34	12	401	7									
35	12	401	7									
36	12	401	8									
37	12	401	8									
38	12	401	8									
39	12	401	8									
40	12	401	8									
41	12	401	8									
42	12	401	9									
43	12	401	9									
44	12	401	9									
45	12	401	9									
46	12	401	9									
47	12	401	9									
48	12	401	10									
49	12	401	10									
50	12	401	10									
51	12	401	10									
52	12	401	10									
53	12	401	10									
//54	12	401	10									
//55	12	401	10									
//56	12	401	10									
//57	12	401	10									
//58	12	401	10									
//59	12	401	10									
//60	12	401	11									
//61	12	401	11									
//62	12	401	11									
//63	12	401	11									
//64	12	401	11									
//65	12	401	11									
//66	12	401	12									
//67	12	401	12									
//68	12	401	12									
//69	12	401	12									
//70	12	401	12									
//71	12	401	12									
//72	12	401	13									
//73	12	401	13									
//74	12	401	13									
//75	12	401	13									
//76	12	401	13									
//77	12	401	13									
//78	12	401	14									
//79	12	401	14									
//80	12	401	14									
//81	12	401	14									
//82	12	401	14									
//83	12	401	14									
//84	12	401	15									
//85	12	401	15									
//86	12	401	15									
//87	12	401	15									
//88	12	401	15									
//89	12	401	15									
//90	12	401	16									
//91	12	401	16									
//92	12	401	16									
//93	12	401	16									
//94	12	401	16									
//95	12	401	16									
//96	12	401	17									
//97	12	401	17									
//98	12	401	17									
//99	12	401	17									
//100	12	401	17									
//101	12	401	17									
//102	12	401	18									
//103	12	401	18									
//104	12	401	18									
//105	12	401	18									
//106	12	401	18									
//107	12	401	18									
//108	12	401	19									
//109	12	401	19									
//110	12	401	19									
//111	12	401	19									
//112	12	401	19									
//113	12	401	19									
end												
												
// 조합확률 & 필요젠 설정 												
3												
//ID	Success Rate (1/10000)	Zen										
0	9000	10000000										
1	9000	10000000										
2	9000	10000000										
3	9000	10000000										
4	9000	10000000										
5	9000	10000000										
6	8900	13000000										
7	8900	13000000										
8	8900	13000000										
9	8900	13000000										
10	8900	13000000										
11	8900	13000000										
12	8900	16000000										
13	8900	16000000										
14	8900	16000000										
15	8900	16000000										
16	8900	16000000										
17	8900	16000000										
18	8900	19000000										
19	8900	19000000										
20	8900	19000000										
21	8900	19000000										
22	8900	19000000										
23	8900	19000000										
24	8800	22000000										
25	8800	22000000										
26	8800	22000000										
27	8800	22000000										
28	8800	22000000										
29	8800	22000000										
30	8800	25000000										
31	8800	25000000										
32	8800	25000000										
33	8800	25000000										
34	8800	25000000										
35	8800	25000000										
36	8800	28000000										
37	8800	28000000										
38	8800	28000000										
39	8800	28000000										
40	8800	28000000										
41	8800	28000000										
42	8700	31000000										
43	8700	31000000										
44	8700	31000000										
45	8700	31000000										
46	8700	31000000										
47	8700	31000000										
48	8700	34000000										
49	8700	34000000										
50	8700	34000000										
51	8700	34000000										
52	8700	34000000										
53	8700	34000000										
//54	6300	37000000										
//55	6300	37000000										
//56	6300	37000000										
//57	6300	37000000										
//58	6300	37000000										
//59	6300	37000000										
//60	6000	40000000										
//61	6000	40000000										
//62	6000	40000000										
//63	6000	40000000										
//64	6000	40000000										
//65	6000	40000000										
//66	5700	43000000										
//67	5700	43000000										
//68	5700	43000000										
//69	5700	43000000										
//70	5700	43000000										
//71	5700	43000000										
//72	5400	46000000										
//73	5400	46000000										
//74	5400	46000000										
//75	5400	46000000										
//76	5400	46000000										
//77	5400	46000000										
//78	5100	49000000										
//79	5100	49000000										
//80	5100	49000000										
//81	5100	49000000										
//82	5100	49000000										
//83	5100	49000000										
//84	4800	52000000										
//85	4800	52000000										
//86	4800	52000000										
//87	4800	52000000										
//88	4800	52000000										
//89	4800	52000000										
//90	4500	55000000										
//91	4500	55000000										
//92	4500	55000000										
//93	4500	55000000										
//94	4500	55000000										
//95	4500	55000000										
//96	4200	58000000										
//97	4200	58000000										
//98	4200	58000000										
//99	4200	58000000										
//100	4200	58000000										
//101	4200	58000000										
//102	3900	61000000										
//103	3900	61000000										
//104	3900	61000000										
//105	3900	61000000										
//106	3900	61000000										
//107	3900	61000000										
//108	3600	64000000										
//109	3600	64000000										
//110	3600	64000000										
//111	3600	64000000										
//112	3600	64000000										
//113	3600	64000000										
end												
												
// 조합 결과												
4												
//ID	ItemType	ItemIndex										
0	12	106										
1	12	107										
2	12	108										
3	12	109										
4	12	110										
5	12	111										
6	12	112										
7	12	113										
8	12	114										
9	12	115										
10	12	116										
11	12	117										
12	12	118										
13	12	119										
14	12	120										
15	12	121										
16	12	122										
17	12	123										
18	12	124										
19	12	125										
20	12	126										
21	12	127										
22	12	128										
23	12	129										
24	12	311										
25	12	312										
26	12	313										
27	12	314										
28	12	315										
29	12	316										
30	12	317										
31	12	318										
32	12	319										
33	12	320										
34	12	321										
35	12	322										
36	12	323										
37	12	324										
38	12	325										
39	12	326										
40	12	327										
41	12	328										
42	12	329										
43	12	330										
44	12	331										
45	12	332										
46	12	333										
47	12	334										
48	12	335										
49	12	336										
50	12	337										
51	12	338										
52	12	339										
53	12	340										
//54	12	341										
//55	12	342										
//56	12	343										
//57	12	344										
//58	12	345										
//59	12	346										
//60	12	347										
//61	12	348										
//62	12	349										
//63	12	350										
//64	12	351										
//65	12	352										
//66	12	353										
//67	12	354										
//68	12	355										
//69	12	356										
//70	12	357										
//71	12	358										
//72	12	359										
//73	12	360										
//74	12	361										
//75	12	362										
//76	12	363										
//77	12	364										
//78	12	365										
//79	12	366										
//80	12	367										
//81	12	368										
//82	12	369										
//83	12	370										
//84	12	371										
//85	12	372										
//86	12	373										
//87	12	374										
//88	12	375										
//89	12	376										
//90	12	377										
//91	12	378										
//92	12	379										
//93	12	380										
//94	12	381										
//95	12	382										
//96	12	383										
//97	12	384										
//98	12	385										
//99	12	386										
//100	12	387										
//101	12	388										
//102	12	389										
//103	12	390										
//104	12	391										
//105	12	392										
//106	12	393										
//107	12	394										
//108	12	395										
//109	12	396										
//110	12	397										
//111	12	398										
//112	12	399										
//113	12	400										
end												
end												
