////////////////////////////////////////////////////////////////////////////////					Flag							
// 	[Text Ver]	1.1.8.0										
//	[작업자]	박혜진										
//	[작업일]	2016-09-08 01:45 pm										
//	[작업 내용]	닉시스 호수 게이트 추가										
////////////////////////////////////////////////////////////////////////////////												
//GateNumber	Flag	MapNumber	x	y	x2	y2	Target gate	Dir	MinLevel	MaxLevel	GoToGate	
59	0	9	135	162	142	170	0	0	10	-1	-2	
60	0	9	62	150	70	158	0	0	10	-1	-2	
61	0	9	66	84	74	92	0	0	10	-1	-2	
												
62	0	4	17	250	19	250	63	0	150	-1	-1	
63	0	10	14	13	16	13	0	5	150	-1	22	//
												
64	0	10	14	12	16	12	65	0	50	-1	-1	
65	0	4	17	249	19	249	0	1	50	-1	-1	//
												
66	0	11	12	5	14	10	0	0	0	-1	-2	//
67	0	12	12	5	14	10	0	0	0	-1	-2	//
68	0	13	12	5	14	10	0	0	0	-1	-2	//
69	0	14	12	5	14	10	0	0	0	-1	-2	//
70	0	15	12	5	14	10	0	0	0	-1	-2	//
71	0	16	12	5	14	10	0	0	0	-1	-2	//
80	0	17	12	5	14	10	0	0	0	-1	-2	//
												
//확장_04년 4월 28일_카오스캐슬 이벤트												
82	0	18	31	88	36	95	0	0	0	-1	-2	//
83	0	19	31	88	36	95	0	0	0	-1	-2	//
84	0	20	31	88	36	95	0	0	0	-1	-2	//
85	0	21	31	88	36	95	0	0	0	-1	-2	//
86	0	22	31	88	36	95	0	0	0	-1	-2	//
87	0	23	31	88	36	95	0	0	0	-1	-2	//
												
//확장_04년 1월 13일												
72	0	2	23	27	27	24	0	0	10	-1	-1	//
73	0	2	224	231	227	227	0	0	10	-1	-1	//
74	0	2	69	181	72	178	0	0	10	-1	-1	//
75	0	7	225	53	228	50	0	0	80	-1	-1	//
76	0	7	62	163	68	157	0	0	90	-1	-1	//
77	0	8	96	143	100	146	0	0	130	-1	-1	//
												
//이벤트 황금의 궁수 지역으로 이동_2월 12일 ~ 3월 31일 까지만 적용												
//78	0	0	175	119	177	121	0	0	0	-1	-1	//
												
//칼리마												
88	0	24	10	16	17	22	0	0	0	-1	-2	//
89	0	25	10	16	17	22	0	0	0	-1	-2	//
90	0	26	10	16	17	22	0	0	0	-1	-2	//
91	0	27	10	16	17	22	0	0	0	-1	-2	//
92	0	28	10	16	17	22	0	0	0	-1	-2	//
93	0	29	10	16	17	22	0	0	0	-1	-2	//
116	0	36	10	16	17	22	0	0	0	-1	-2	//
												
//로랜협곡												
94	0	30	88	31	102	46	0	0	0	-1	-2	//
												
96	0	30	93	242	95	243	97	0	0	-1	-2	//
97	0	30	164	198	187	209	0	0	0	-1	-2	//
												
98	0	30	160	203	161	205	99	0	0	-1	-2	//
99	0	30	90	236	99	239	0	0	0	-1	-2	//
												
100	0	30	39	14	142	50	0	0	0	-1	-2	//
105	0	30	72	10	104	199	0	0	0	-1	-2	//
101	0	30	84	180	100	222	0	0	0	-1	-2	//
104	0	30	87	209	100	232	0	0	0	-1	-2	//
106	0	30	131	94	138	92	0	0	0	-1	-2	//
												
109	0	31	59	7	63	8	110	0	0	-1	-2	//
110	0	30	131	94	138	92	0	0	0	-1	-2	//
												
102	0	0	239	14	240	15	103	0	10	-1	-1	//
103	0	30	29	42	30	37	0	0	10	-1	-2	//
												
107	0	30	28	40	28	41	108	0	0	-1	-2	//
108	0	0	235	13	239	13	0	0	0	-1	-1	//
												
111	0	32	133	91	141	99	0	0	10	-1	-2	//
112	0	32	135	162	142	170	0	0	10	-1	-2	//
												
//로랜협곡에 위치한 시련의 땅												
95	0	31	60	10	69	19	0	0	0	-1	-2	//
												
//아이다 맵												
120	0	3	220	30	226	30	113	0	130	-1	-1	//
113	0	33	76	9	78	16	0	0	10	-1	119	//
121	0	33	74	9	74	13	122	0	10	-1	-1	//
122	0	3	220	31	226	34	0	0	10	-1	-1	//
119	0	33	82	8	87	14	0	0	130	-1	-1	//
140	0	33	186	173	190	177	0	0	130	-1	-1	//
												
//크라이울프 1차												
117	0	30	161	37	165	45	114	0	10	-1	-2	//
114	0	34	231	37	234	45	0	0	10	-1	-2	//
123	0	34	239	40	240	44	124	0	10	-1	-2	//
124	0	30	155	37	158	43	0	0	10	-1	-2	//
118	0	34	229	37	239	46	0	0	10	-1	-2	//
												
//크라이울프 2차												
//115	0	35	18	57	27	68	0	0	0	-1	-2	//
												
//칸투르												
125	0	8	6	199	6	201	126	0	150	350	-1	
126	0	37	17	219	21	220	0	0	150	350	126	//타르칸 -> 칸투르 폐허지대
												
127	0	37	17	220	19	222	128	0	130	-1	-1	
128	0	8	7	199	7	201	0	0	130	-1	-1	//칸투르 폐허지대 -> 타르칸
												
129	0	37	89	89	89	92	130	0	290	-1	-1	
130	0	38	70	104	70	107	0	0	290	-1	-1	//칸투르 폐허지대 -> 칸투르 유적지대 
												
131	0	38	69	104	69	107	132	0	150	350	-1	
132	0	37	85	89	86	92	0	0	150	350	-1	//칸투르 유적지대 -> 칸투르 폐허지대
												
133	0	39	196	56	201	57	0	0	290	-1	17	//칸투르 유적지대-> 보스맵 1차
134	0	39	78	93	82	95	0	0	290	-1	-1	//보스맵 1차 -> 보스맵 2차
135	0	39	78	93	82	95	0	0	290	-1	-1	//칸투르 유적지대 -> 보스맵 2차 (보스전 클리어 특전)
136	0	38	137	162	143	163	0	0	290	-1	-1	//보스맵 2차 ->칸투르 유적지대 (보스전 클리어 특전)
137	0	38	71	104	72	107	0	0	290	-1	-1	//보스전 사망 또는 로그아웃시 이동
138	0	37	19	217	21	219	0	0	150	-1	-1	//칸투르 폐허지대(/이동 칸투르폐허). 폐허지대에서 사망 시 강제 이동좌표
139	0	38	71	104	72	107	0	0	290	-1	-1	//칸투르 유적지대(/이동 칸투르유적). 유적지대에서 사망 시 강제 이동좌표
141	0	37	205	36	208	41	0	0	160	-1	-1	//칸투르 폐허지대2 확장(/이동 및 이동창)
												
// 환영사원 이벤트 맵												
142	0	45	98	128	108	137	0	0	0	-1	-2	//제1 환영사원 대기실
143	0	46	98	128	108	137	0	0	0	-1	-2	//제2 환영사원 대기실
144	0	47	98	128	108	137	0	0	0	-1	-2	//제3 환영사원 대기실
145	0	48	98	128	108	137	0	0	0	-1	-2	//제4 환영사원 대기실
146	0	49	98	128	108	137	0	0	0	-1	-2	//제5 환영사원 대기실
147	0	50	98	128	108	137	0	0	0	-1	-2	//제6 환영사원 대기실
												
148	0	45	141	41	146	45	0	0	0	-1	-2	//제1 환영사원 연합군 시작 위치
149	0	46	141	41	146	45	0	0	0	-1	-2	//제2 환영사원 연합군 시작 위치
150	0	47	141	41	146	45	0	0	0	-1	-2	//제3 환영사원 연합군 시작 위치
151	0	48	141	41	146	45	0	0	0	-1	-2	//제4 환영사원 연합군 시작 위치
152	0	49	141	41	146	45	0	0	0	-1	-2	//제5 환영사원 연합군 시작 위치
153	0	50	141	41	146	45	0	0	0	-1	-2	//제6 환영사원 연합군 시작 위치
												
154	0	45	194	124	198	127	0	0	0	-1	-2	//제1 환영사원 환영교단 시작위치
155	0	46	194	124	198	127	0	0	0	-1	-2	//제2 환영사원 환영교단 시작위치
156	0	47	194	124	198	127	0	0	0	-1	-2	//제3 환영사원 환영교단 시작위치
157	0	48	194	124	198	127	0	0	0	-1	-2	//제4 환영사원 환영교단 시작위치
158	0	49	194	124	198	127	0	0	0	-1	-2	//제5 환영사원 환영교단 시작위치
159	0	50	194	124	198	127	0	0	0	-1	-2	//제6 환영사원 환영교단 시작위치
												
// 환영사원 이벤트 맵 포탈												
// 제 1 사원												
//160	0	45	136	100	137	101	161	0	0	-1	-2	// 1번 포탈(上↘) 입구
//161	0	45	170	101	170	103	0	0	0	-1	-2	// 1번 포탈(上↘) 출구
//162	0	45	150	117	152	119	163	0	0	-1	-2	// 2번 포탈(上↙) 입구
//163	0	45	149	84	152	84	0	0	0	-1	-2	// 2번 포탈(上↙) 출구
//164	0	45	149	88	151	89	165	0	0	-1	-2	// 3번 포탈(上↗) 입구
//165	0	45	149	122	151	122	0	0	0	-1	-2	// 3번 포탈(上↗) 출구
//166	0	45	165	101	166	104	167	0	0	-1	-2	// 4번 포탈(上↖) 입구
//167	0	45	132	99	132	103	0	0	0	-1	-2	// 4번 포탈(上↖) 출구
//168	0	45	173	65	174	68	169	0	0	-1	-2	// 5번 포탈(下↘) 입구
//169	0	45	207	65	207	68	0	0	0	-1	-2	// 5번 포탈(下↘) 출구
//170	0	45	186	79	189	81	171	0	0	-1	-2	// 6번 포탈(下↙) 입구
//171	0	45	186	47	189	47	0	0	0	-1	-2	// 6번 포탈(下↙) 출구
//172	0	45	186	51	188	52	173	0	0	-1	-2	// 7번 포탈(下↗) 입구
//173	0	45	186	84	189	84	0	0	0	-1	-2	// 7번 포탈(下↗) 출구
//174	0	45	202	66	203	68	175	0	0	-1	-2	// 8번 포탈(下↖) 입구
//175	0	45	169	65	169	68	0	0	0	-1	-2	// 8번 포탈(下↖) 출구
// 제 2 사원												
//176	0	46	136	100	137	101	177	0	0	-1	-2	// 1번 포탈(上↘) 입구
//177	0	46	170	101	170	103	0	0	0	-1	-2	// 1번 포탈(上↘) 출구
//178	0	46	150	117	152	119	179	0	0	-1	-2	// 2번 포탈(上↙) 입구
//179	0	46	149	84	152	84	0	0	0	-1	-2	// 2번 포탈(上↙) 출구
//180	0	46	149	88	151	89	181	0	0	-1	-2	// 3번 포탈(上↗) 입구
//181	0	46	149	122	151	122	0	0	0	-1	-2	// 3번 포탈(上↗) 출구
//182	0	46	165	101	166	104	183	0	0	-1	-2	// 4번 포탈(上↖) 입구
//183	0	46	132	99	132	103	0	0	0	-1	-2	// 4번 포탈(上↖) 출구
//184	0	46	173	65	174	68	185	0	0	-1	-2	// 5번 포탈(下↘) 입구
//185	0	46	207	65	207	68	0	0	0	-1	-2	// 5번 포탈(下↘) 출구
//186	0	46	186	79	189	81	187	0	0	-1	-2	// 6번 포탈(下↙) 입구
//187	0	46	186	47	189	47	0	0	0	-1	-2	// 6번 포탈(下↙) 출구
//188	0	46	186	51	188	52	189	0	0	-1	-2	// 7번 포탈(下↗) 입구
//189	0	46	186	84	189	84	0	0	0	-1	-2	// 7번 포탈(下↗) 출구
//190	0	46	202	66	203	68	191	0	0	-1	-2	// 8번 포탈(下↖) 입구
//191	0	46	169	65	169	68	0	0	0	-1	-2	// 8번 포탈(下↖) 출구
// 제 3 사원												
//192	0	47	136	100	137	101	193	0	0	-1	-2	// 1번 포탈(上↘) 입구
//193	0	47	170	101	170	103	0	0	0	-1	-2	// 1번 포탈(上↘) 출구
//194	0	47	150	117	152	119	195	0	0	-1	-2	// 2번 포탈(上↙) 입구
//195	0	47	149	84	152	84	0	0	0	-1	-2	// 2번 포탈(上↙) 출구
//196	0	47	149	88	151	89	197	0	0	-1	-2	// 3번 포탈(上↗) 입구
//197	0	47	149	122	151	122	0	0	0	-1	-2	// 3번 포탈(上↗) 출구
//198	0	47	165	101	166	104	199	0	0	-1	-2	// 4번 포탈(上↖) 입구
//199	0	47	132	99	132	103	0	0	0	-1	-2	// 4번 포탈(上↖) 출구
//200	0	47	173	65	174	68	201	0	0	-1	-2	// 5번 포탈(下↘) 입구
//201	0	47	207	65	207	68	0	0	0	-1	-2	// 5번 포탈(下↘) 출구
//202	0	47	186	79	189	81	203	0	0	-1	-2	// 6번 포탈(下↙) 입구
//203	0	47	186	47	189	47	0	0	0	-1	-2	// 6번 포탈(下↙) 출구
//204	0	47	186	51	188	52	205	0	0	-1	-2	// 7번 포탈(下↗) 입구
//205	0	47	186	84	189	84	0	0	0	-1	-2	// 7번 포탈(下↗) 출구
//206	0	47	202	66	203	68	207	0	0	-1	-2	// 8번 포탈(下↖) 입구
//207	0	47	169	65	169	68	0	0	0	-1	-2	// 8번 포탈(下↖) 출구
// 제 4 사원												
//208	0	48	136	100	137	101	209	0	0	-1	-2	// 1번 포탈(上↘) 입구
//209	0	48	170	101	170	103	0	0	0	-1	-2	// 1번 포탈(上↘) 출구
//210	0	48	150	117	152	119	211	0	0	-1	-2	// 2번 포탈(上↙) 입구
//211	0	48	149	84	152	84	0	0	0	-1	-2	// 2번 포탈(上↙) 출구
//212	0	48	149	88	151	89	213	0	0	-1	-2	// 3번 포탈(上↗) 입구
//213	0	48	149	122	151	122	0	0	0	-1	-2	// 3번 포탈(上↗) 출구
//214	0	48	165	101	166	104	215	0	0	-1	-2	// 4번 포탈(上↖) 입구
//215	0	48	132	99	132	103	0	0	0	-1	-2	// 4번 포탈(上↖) 출구
//216	0	48	173	65	174	68	217	0	0	-1	-2	// 5번 포탈(下↘) 입구
//217	0	48	207	65	207	68	0	0	0	-1	-2	// 5번 포탈(下↘) 출구
//218	0	48	186	79	189	81	219	0	0	-1	-2	// 6번 포탈(下↙) 입구
//219	0	48	186	47	189	47	0	0	0	-1	-2	// 6번 포탈(下↙) 출구
//220	0	48	186	51	188	52	221	0	0	-1	-2	// 7번 포탈(下↗) 입구
//221	0	48	186	84	189	84	0	0	0	-1	-2	// 7번 포탈(下↗) 출구
//222	0	48	202	66	203	68	223	0	0	-1	-2	// 8번 포탈(下↖) 입구
//223	0	48	169	65	169	68	0	0	0	-1	-2	// 8번 포탈(下↖) 출구
// 제 5 사원												
//224	0	49	136	100	137	101	225	0	0	-1	-2	// 1번 포탈(上↘) 입구
//225	0	49	170	101	170	103	0	0	0	-1	-2	// 1번 포탈(上↘) 출구
//226	0	49	150	117	152	119	227	0	0	-1	-2	// 2번 포탈(上↙) 입구
//227	0	49	149	84	152	84	0	0	0	-1	-2	// 2번 포탈(上↙) 출구
//228	0	49	149	88	151	89	229	0	0	-1	-2	// 3번 포탈(上↗) 입구
//229	0	49	149	122	151	122	0	0	0	-1	-2	// 3번 포탈(上↗) 출구
//230	0	49	165	101	166	104	231	0	0	-1	-2	// 4번 포탈(上↖) 입구
//231	0	49	132	99	132	103	0	0	0	-1	-2	// 4번 포탈(上↖) 출구
//232	0	49	173	65	174	68	233	0	0	-1	-2	// 5번 포탈(下↘) 입구
//233	0	49	207	65	207	68	0	0	0	-1	-2	// 5번 포탈(下↘) 출구
//234	0	49	186	79	189	81	235	0	0	-1	-2	// 6번 포탈(下↙) 입구
//235	0	49	186	47	189	47	0	0	0	-1	-2	// 6번 포탈(下↙) 출구
//236	0	49	186	51	188	52	237	0	0	-1	-2	// 7번 포탈(下↗) 입구
//237	0	49	186	84	189	84	0	0	0	-1	-2	// 7번 포탈(下↗) 출구
//238	0	49	202	66	203	68	239	0	0	-1	-2	// 8번 포탈(下↖) 입구
//239	0	49	169	65	169	68	0	0	0	-1	-2	// 8번 포탈(下↖) 출구
// 제 6 사원												
//240	0	50	136	100	137	101	241	0	0	-1	-2	// 1번 포탈(上↘) 입구
//241	0	50	170	101	170	103	0	0	0	-1	-2	// 1번 포탈(上↘) 출구
//242	0	50	150	117	152	119	243	0	0	-1	-2	// 2번 포탈(上↙) 입구
//243	0	50	149	84	152	84	0	0	0	-1	-2	// 2번 포탈(上↙) 출구
//244	0	50	149	88	151	89	245	0	0	-1	-2	// 3번 포탈(上↗) 입구
//245	0	50	149	122	151	122	0	0	0	-1	-2	// 3번 포탈(上↗) 출구
//246	0	50	165	101	166	104	247	0	0	-1	-2	// 4번 포탈(上↖) 입구
//247	0	50	132	99	132	103	0	0	0	-1	-2	// 4번 포탈(上↖) 출구
//248	0	50	173	65	174	68	249	0	0	-1	-2	// 5번 포탈(下↘) 입구
//249	0	50	207	65	207	68	0	0	0	-1	-2	// 5번 포탈(下↘) 출구
//250	0	50	186	79	189	81	251	0	0	-1	-2	// 6번 포탈(下↙) 입구
//251	0	50	186	47	189	47	0	0	0	-1	-2	// 6번 포탈(下↙) 출구
//252	0	50	186	51	188	52	253	0	0	-1	-2	// 7번 포탈(下↗) 입구
//253	0	50	186	84	189	84	0	0	0	-1	-2	// 7번 포탈(下↗) 출구
//254	0	50	202	66	203	68	255	0	0	-1	-2	// 8번 포탈(下↖) 입구
//255	0	50	169	65	169	68	0	0	0	-1	-2	// 8번 포탈(下↖) 출구
												
// 3차 체인지업 퀘스트 맵												
256	0	41	29	79	31	82	0	0	0	-1	118	//발가스의병영(41) 입장 위치(안전지대)
257	0	42	104	178	107	181	0	0	0	-1	118	//발가스의안식처(42) 입장위치
258	0	34	227	41	229	43	0	0	0	-1	-2	//41. 42번맵 리젠 위치
												
// 엘베란드 (2007_09_27) 김현지												
//GateNumber	Flag	MapNumber	x	y	x2	y2	Target gate	Dir	MinLevel	MaxLevel		
259	0	2	161	245	166	246	260	0	10	-1	-1	
260	0	51	26	29	27	30	0	0	10	-1	267	//데비아스 -> 엘베란드
												
261	0	51	24	29	25	30	262	0	10	-1	-1	
262	0	2	161	241	163	242	0	0	10	-1	-1	//엘베란드 -> 데비아스
												
263	0	7	13	19	14	20	264	0	10	-1	-1	
264	0	51	243	149	244	150	0	0	10	-1	-1	//아틀란스 -> 엘베란드
												
265	0	51	247	149	248	150	266	0	50	220	-1	
266	0	7	16	19	17	20	0	0	50	220	-1	//엘베란드 -> 아틀란스
												
267	0	51	51	224	54	227	0	0	0	-1	-1	//엘베란드 -> 마을엘베란드
												
// 엘베란드 확장 (2007_10_09)김현지												
268	0	51	99	55	100	57	0	0	10	-1	-1	//엘베란드2
269	0	51	191	148	193	150	0	0	10	-1	-1	//엘베란드3
												
// 이벤트맵 등급 추가로 인한 게이트 추가(2007.10.16)												
// 악마의 광장_확장_7광장												
270	0	32	62	150	70	158	0	0	10	-1	-2	//7광장 (5.6과 맵 인덱스 공통 사용)
												
// 블래드캐슬_확장_8번다리												
271	0	52	12	5	14	10	0	0	0	-1	-2	//제 8 블러드 캐슬
												
// 카오스캐슬_확장_7번												
272	0	53	31	88	36	95	0	0	0	-1	-2	//제 7 카오스 캐슬
												
// 평온의 늪												
273	0	56	135	105	142	111	0	0	380	-1	273	//평온의 늪 안전지대
274	0	56	139	125	139	126	275	0	380	-1	-1	//1시 방향 포털 입구
275	0	56	189	190	191	193	0	0	380	-1	-1	//1시 방향 포털 출구
276	0	56	185	187	186	188	273	0	380	-1	-1	//1시 섬에서 안전지대로
277	0	56	149	109	150	109	278	0	380	-1	-1	//5시 방향 포털 입구
278	0	56	204	10	206	14	0	0	380	-1	-1	//5시 섬 포털 출구
279	0	56	197	12	197	14	273	0	380	-1	-1	//5시 섬에서 안전지대로
280	0	56	139	95	140	95	281	0	380	-1	-1	//7시 방향 포털 입구
281	0	56	65	47	67	48	0	0	380	-1	-1	//7시 섬 포털 출구
282	0	56	68	52	69	53	273	0	380	-1	-1	//7시 섬에서 안전지대로
283	0	56	124	109	124	110	284	0	380	-1	-1	//11시 방향 포털 입구
284	0	56	62	174	63	179	0	0	380	-1	-1	//11시 섬 포털 출구
285	0	56	57	176	57	177	273	0	380	-1	-1	//11시 섬에서 안전지대로
												
// 라클리온												
286	0	2	52	90	54	91	287	0	380	-1	-1	// 데비아스 → 라클리온
287	0	57	222	211	225	212	0	0	380	-1	287	
288	0	57	223	215	225	215	289	0	380	-1	-1	// 라클리온 → 데비아스
289	0	2	51	85	55	86	0	0	380	-1	-1	
290	0	57	171	23	171	25	291	0	380	-1	-1	// 라클리온 → 보스존
291	0	58	160	24	161	27	0	0	380	-1	-2	
292	0	58	167	24	167	25	293	0	380	-1	-2	// 보스존 → 라클리온
293	0	57	174	23	175	25	0	0	380	-1	-1	
												
//불카누스												
294	0	63	120	129	126	134	0	0	300	-1	294	//불카누스 안전지대
295	0	64	101	64	0	0	0	0	30	-1	-2	//결투장 1-1
296	0	64	101	75	0	0	0	0	30	-1	-2	//결투장 1-2
297	0	64	101	113	0	0	0	0	30	-1	-2	//결투장 2-1
298	0	64	101	124	0	0	0	0	30	-1	-2	//결투장 2-2
299	0	64	154	64	0	0	0	0	30	-1	-2	//결투장 3-1
300	0	64	154	75	0	0	0	0	30	-1	-2	//결투장 3-2
301	0	64	154	113	0	0	0	0	30	-1	-2	//결투장 4-1
302	0	64	154	124	0	0	0	0	30	-1	-2	//결투장 4-2
303	0	64	100	70	0	0	0	0	30	-1	-2	//결투장 관전 1
304	0	64	100	120	0	0	0	0	30	-1	-2	//결투장 관전 2
305	0	64	150	70	0	0	0	0	30	-1	-2	//결투장 관전 3
306	0	64	150	120	0	0	0	0	30	-1	-2	//결투장 관전 4
												
//제국수호군요새												
//1번 - 월, 목												
307	0	69	231	15	233	17	0	0	0	-1	-2	//1-1존 시작지점
308	0	69	209	80	211	82	309	0	0	-1	-2	//1-1존 → 1-2존 시작지점
309	0	69	202	24	203	27	0	0	0	-1	-2	//1-2존 시작지점
310	0	69	153	60	155	62	311	0	0	-1	-2	//1-2존 → 1-3존 시작지점
311	0	69	179	65	181	67	0	0	0	-1	-2	//1-3존 시작지점
//2번 - 화, 금												
312	0	70	86	63	87	66	0	0	0	-1	-2	//2-1존 시작지점
313	0	70	10	64	12	66	314	0	0	-1	-2	//2-1존 → 2-2존 시작지점
314	0	70	35	84	38	85	0	0	0	-1	-2	//2-2존 시작지점
315	0	70	54	161	56	163	316	0	0	-1	-2	//2-2존 → 2-3존 시작지점
316	0	70	121	110	123	112	0	0	0	-1	-2	//2-3존 시작지점
//3번 -수, 토												
317	0	71	154	187	155	189	0	0	0	-1	-2	//3-1존 시작지점
318	0	71	82	194	84	196	319	0	0	-1	-2	//3-1존 → 3-2존 시작지점
319	0	71	222	121	224	123	0	0	0	-1	-2	//3-2존 시작지점
320	0	71	222	201	224	203	321	0	0	-1	-2	//3-2존 → 3-3존 시작지점
321	0	71	165	206	168	207	0	0	0	-1	-2	//3-3존 시작지점
//4번 - 일												
322	0	72	93	66	94	69	0	0	0	-1	-2	//4-1존 시작지점
323	0	72	30	95	32	97	324	0	0	-1	-2	//4-1존 → 4-2존 시작지점
324	0	72	32	162	34	164	0	0	0	-1	-2	//4-2존 시작지점
325	0	72	68	160	70	162	326	0	0	-1	-2	//4-2존 → 4-3존 시작지점
326	0	72	145	155	147	157	0	0	0	-1	-2	//4-3존 시작지점
327	0	72	223	165	225	167	328	0	0	-1	-2	//4-3존 → 4-4존 시작지점
328	0	72	241	23	243	25	0	0	0	-1	-2	//4-4존 시작지점
												
//도플갱어 맵												
329	0	65	193	26	200	32	0	0	0	-1	-2	//얼음지역
330	0	66	133	68	139	74	0	0	0	-1	-2	//화염불꽃
331	0	67	106	58	111	62	0	0	0	-1	-2	//수중도시
332	0	68	90	10	97	17	0	0	0	-1	-2	//수정동굴
												
//로랜시장 게이트 추가 (2010.01.12) 홍승욱												
//GateNumber	Flag	MapNumber	x	y	x2	y2	Target gate	Dir	MinLevel	MaxLevel		
333	0	79	56	74	58	77	0	0	0	-1	333	//로랜시장에서 마을(로랜시장)
												
//칸투르 폐허 게이트 추가 (2010.03.22) 이준희												
//GateNumber	Flag	MapNumber	x	y	x2	y2	Target gate	Dir	MinLevel	MaxLevel		
334	0	37	66	183	74	191	0	0	300	-1	-1	//칸투르 폐허 3
												
// 칼루탄 게이트 추가 (2010-07-12) 홍승욱												
//GateNumber	Flag	MapNumber	x	y	x2	y2	Target gate	Dir	MinLevel	MaxLevel		
335	0	80	124	123	127	125	0	0	270	-1	335	//칼루탄 → 마을칼루탄
												
336	0	33	237	167	240	168	337	0	270	-1	-1	
337	0	80	118	44	119	46	0	3	270	-1	-1	//아이다 → 칼루탄1
												
338	0	80	116	44	117	47	339	0	150	-1	-1	
339	0	33	237	166	240	166	0	1	150	-1	-1	//칼루탄1 → 아이다
												
340	0	80	186	210	190	212	341	0	270	-1	-1	
341	0	81	162	12	164	14	0	5	270	-1	-1	//칼루탄1 → 칼루탄2
												
342	0	81	161	8	165	9	343	0	270	-1	-1	
343	0	80	188	207	189	208	0	1	270	-1	-1	//칼루탄2 → 칼루탄1
												
