////////////////////////////////////////////////////////////////////////////////																																																		
//	[ Text  Version ]	1.2.7.2																																			데미지 구분		타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2			
//	[ 최종 작업자 ]	사재일																																																
//	[ 최종 작업일 ]	2016-07-18 11:32 AM																																																
//	[ 작 업 내 용 ]	Season12 P.1 신스킬 아이템 추가												SkilluseType																																				
////////////////////////////////////////////////////////////////////////////////																																																		
//속성1 - 펜타그램 속성과 동일 [0(없음). 1(불). 2(물). 3(땅). 4(바람). 5(암흑)]																																																		
//속성2 [-1(없음). 0(물리). 1(마법)]																																																		
// SkillBrand [특정 스킬이 있어야지만 사용이 가능]. 마스터레벨의 경우 액티브 강화 스킬은 선행스킬 조건을 같은 스킬로 넣어야함																																																		
// SkillUsetype [0(일반스킬). 1(직책스킬). 3(마스터레벨:패시브). 4(마스터레벨:액티브), 5(이벤트 맵 스킬/스킬각인UI에서 표시되지 않음), 6(캐릭터 사용불가스킬/스킬각인UI에서 표시되지 않음)]																																																		
// 스킬 타입 : [0(일반스킬). 1(버프:아군에게 이로운 효과). 2(디버프:적군에게 해로운 효과). 3(치료:대상을 회복시킴)]																																																		
// 일반스킬 : 0 ~ 299 Index																																																		
// 마스터스킬트리 (3차전직) : 300 ~ 1000 Index  - 신스킬(723 ~ 742 Index 의 경우 일반스킬이나 예외처리 됨																																																		
// 스킬강화트리 (4차전직) : 1001 ~ Index																																																		
//번호	Name	레벨	데미지	사용마나량	어빌리티	거리	Delay	ReqEng	ReqStr	ReqDex	ReqCha	속성1	속성2	SkilluseType	SkillBrand	KillCout	길마	부길마	베틀마스터	흑마법사	흑기사	요정	마검사	다크로드	소환술사	레이지파이터	그로우랜서	스킬랭크	스킬그룹	필요마스터레벨포인트	소모체력	소모SD	지속시간	아이콘번호	스킬 타입	무기 스킬	데미지 구분	버프 인덱스	타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2	스탯 나눔값2	속성 각인 가중치	추가 데미지 효과
27	"Greater Defense"	13	0	30	0	6	0	72	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	27	1	0	4	2	4	0	0	0	0	0	-1	-1	-1	-1	100	0
28	"Greater Damage"	18	0	40	0	6	0	92	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28	1	0	4	1	4	0	0	0	0	0	-1	-1	-1	-1	100	0
30	"Summon Goblin"	0	0	40	0	0	0	30	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0
31	"Summon Stone Golem"	0	0	70	0	0	0	60	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0
32	"Summon Assassin"	0	0	110	0	0	0	90	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0
33	"Summon Elite Yeti"	0	0	160	0	0	0	130	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	33	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0
34	"Summon Dark Knight"	0	0	200	0	0	0	170	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	34	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0
35	"Summon Bali"	0	0	250	0	0	0	210	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	35	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0
36	"Summon Soldier"	0	0	350	0	0	0	300	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0
38	"Decay"	96	95	110	7	6	0	953	0	0	0	0	5	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	2	0	1	0	0	0	0	0	3	100	-1	-1	110	0
39	"Ice Storm"	93	80	100	5	6	0	849	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	2	0	1	0	0	0	0	0	3	90	-1	-1	115	0
40	"Nova"	100	0	180	45	6	0	1052	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	2	0	1	1	0	1	0	0	-1	-1	-1	-1	160	0
41	"Twisting Slash"	0	0	10	10	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	41	0	0	1	0	1	1	0	1	0	2	1	40	-1	-1	150	0
42	"Rageful Blow"	170	60	25	20	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	1	0	1	0	2	1	0	2	1	150	-1	-1	125	0
43	"Death Stab"	160	70	15	12	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	1	0	0	0	0	0	0	2	1	150	-1	-1	105	0
44	"Crescent Moon Slash"	0	90	22	15	4	0	0	0	0	0	0	0	-1	0	75	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	2	2	-1	-1	-1	-1	100	0
45	"Lance"	0	90	150	10	6	0	0	0	0	0	0	0	-1	0	75	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
46	"Starfall"	0	120	20	15	8	0	0	0	0	0	0	0	-1	0	75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	5	-1	-1	-1	-1	100	0
47	"Impale"	28	15	8	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	47	0	0	1	0	0	0	0	0	1	4	1	35	-1	-1	170	0
48	"Swell Life"	120	0	22	24	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	48	1	0	0	8	2	1	0	1	0	0	-1	-1	-1	-1	100	0
49	"Fire Breath"	110	30	9	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	150	0
50	"Flame of Evil (Monster)"	60	120	160	0	0	0	260	0	0	0	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
51	"Ice Arrow"	0	105	10	12	8	0	0	0	646	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	51	0	0	1	0	0	0	0	0	0	5	2	150	-1	-1	115	0
52	"Penetration"	130	70	7	9	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	52	0	0	1	0	1	0	2	0	0	5	2	200	-1	-1	130	0
55	"Fire Slash"	0	80	17	24	3	0	0	596	0	0	0	5	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	55	0	0	1	0	1	0	2	0	0	2	1	150	-1	-1	105	0
56	"Power Slash"	0	0	15	0	5	0	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	56	0	1	1	0	1	0	2	0	2	1	1	100	-1	-1	125	0
57	"Spiral Slash"	0	75	20	15	5	0	0	0	0	0	0	0	-1	0	75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	2	3	-1	-1	-1	-1	100	0
60	"Force"	0	10	10	0	4	0	15	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	0	0	0	0	1	40	-1	-1	160	0
61	"Fire Burst"	74	100	25	0	6	0	79	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	61	0	0	1	0	0	0	0	0	0	0	1	100	-1	-1	135	0
62	"Earthshake"	0	150	0	50	10	10000	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	62	0	0	1	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0
63	"Summon"	98	0	70	30	0	30000	153	0	0	400	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	63	0	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0
64	"Increase Critical Damage"	82	0	50	50	0	0	102	0	0	300	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	64	1	0	0	5	2	1	0	1	0	0	-1	-1	-1	-1	100	0
65	"Electric Spike"	92	250	0	100	10	5000	126	0	0	340	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65	0	0	1	0	0	0	0	0	0	0	1	100	-1	-1	100	0
66	"Force Wave"	0	50	10	0	4	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	66	0	1	1	0	0	0	0	0	0	0	1	40	-1	-1	160	0
67	"Stun"	0	0	70	50	2	0	0	0	0	0	0	0	-1	1	0	4	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	67	2	0	0	0	1	0	0	0	0	0	-1	-1	-1	-1	100	0
68	"Cancel Stun"	0	0	25	30	0	0	0	0	0	0	0	0	-1	1	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	68	3	0	0	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0
69	"Swell Mana"	0	0	35	30	0	0	0	0	0	0	0	0	-1	1	0	4	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	69	1	0	0	9	2	1	0	1	0	0	-1	-1	-1	-1	100	0
70	"Invisibility"	0	0	80	60	0	0	0	0	0	0	0	0	-1	1	0	5	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	70	1	0	0	0	2	1	0	1	0	0	-1	-1	-1	-1	100	0
71	"Cancel Invisibility"	0	0	40	30	0	0	0	0	0	0	0	0	-1	1	0	2	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	71	3	0	0	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0
72	"Abolish Magic"	0	0	90	70	0	0	0	0	0	0	0	0	-1	1	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	72	3	0	0	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0
73	"Mana Rays"	0	85	130	7	6	0	0	0	0	0	0	0	-1	0	75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	6	-1	-1	-1	-1	100	0
74	"Fire Blast"	0	150	30	10	6	0	0	0	0	0	0	0	-1	0	75	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
76	"Plasma Storm"	110	60	50	20	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	1	2	1	1	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
77	"Infinity Arrow"	220	0	50	10	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	77	1	0	0	6	2	1	0	1	0	0	-1	-1	-1	-1	100	0
78	"Fire Scream"	102	130	45	10	6	0	150	0	0	70	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	78	0	0	1	0	1	0	2	0	0	0	1	150	-1	-1	115	0
79	"Explosion"	0	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
200	"Summon Monster"	0	0	40	0	0	0	20	0	0	0	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
201	"Magic Attack Immunity"	0	0	40	0	0	0	20	0	0	0	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
202	"Physical Attack Immunity"	0	0	40	0	0	0	20	0	0	0	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
203	"Potion of Bless"	0	0	40	0	0	0	20	0	0	0	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
204	"Potion of Soul"	0	0	40	0	0	0	20	0	0	0	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
210	"Spell of Protection"	0	0	30	0	0	60000	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	210	1	0	0	0	2	1	0	0	0	0	-1	-1	-1	-1	100	0
211	"Spell of Restriction"	0	0	30	0	3	60000	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	211	2	0	0	0	0	0	0	1	0	0	-1	-1	-1	-1	100	0
212	"Spell of Pursuit"	0	0	30	0	0	120000	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	212	0	0	0	0	2	0	0	0	0	0	-1	-1	-1	-1	100	0
213	"Shied-Burn"	0	0	30	0	3	60000	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	213	0	0	0	0	0	0	0	1	0	0	-1	-1	-1	-1	100	0
214	"Drain Life"	35	35	50	0	6	0	150	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	214	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
215	"Chain Lightning"	75	70	85	0	6	0	245	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	215	0	0	2	0	0	0	0	0	0	0	3	200	-1	-1	105	0
217	"Damage Reflection"	80	0	40	10	5	5000	375	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	217	1	0	0	71	4	0	0	0	0	0	-1	-1	-1	-1	100	0
218	"Berserker"	83	0	100	50	5	5000	620	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	218	1	0	0	81	2	1	0	1	0	0	-1	-1	-1	-1	100	0
219	"Sleep"	40	0	20	3	6	0	180	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	219	2	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
221	"Weakness"	93	0	50	15	6	4000	663	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	221	2	0	0	0	1	0	2	0	0	0	-1	-1	-1	-1	100	0
222	"Innovation"	111	0	70	15	6	4000	912	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	222	2	0	0	0	1	0	2	0	0	0	-1	-1	-1	-1	100	0
223	"Explosion"	50	40	90	5	6	4000	230	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	223	0	0	3	0	1	0	2	1	0	1	3	150	-1	-1	120	0
224	"Requiem"	75	65	110	10	6	4000	317	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	224	0	1	3	0	1	0	2	1	0	1	3	150	-1	-1	125	0
225	"Pollution"	85	80	120	15	6	4000	411	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	225	0	1	3	0	1	0	2	1	0	1	3	150	-1	-1	125	0
230	"Lightning Shock"	93	95	115	7	6	0	823	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	230	0	0	2	0	1	0	2	0	0	0	3	200	-1	-1	105	0
232	"Strike of Destruction"	100	110	30	24	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	1	0	1	0	2	1	0	2	1	150	-1	-1	135	0
233	"Expansion of Wizardry"	220	0	200	50	6	0	1058	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	233	1	0	0	82	2	1	0	1	0	0	-1	-1	-1	-1	100	0
234	"Recovery"	100	0	40	10	6	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	234	3	0	0	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0
235	"Multi-Shot"	100	40	10	7	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	235	0	0	1	0	1	0	0	0	0	5	2	200	-1	-1	105	0
236	"Flame Strike"	100	140	20	25	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	236	0	0	1	0	1	0	2	0	0	2	1	200	-1	-1	135	0
237	"Gigantic Storm"	220	110	120	10	6	0	1058	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	237	0	0	2	0	1	0	2	0	0	0	3	250	-1	-1	115	0
238	"Chaotic Diseier"	100	190	50	15	6	0	84	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	238	0	0	1	0	1	0	2	0	0	0	1	150	-1	-1	105	0
239	"Doppeganger Self Explosion"	100	140	20	25	3	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
260	"Killing Blow"	0	0	9	0	2	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	260	0	1	1	0	0	0	1	0	2	0	4	200	-1	-1	155	0
261	"Beast Uppercut"	0	0	9	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	261	0	1	1	0	0	0	1	0	2	0	4	200	-1	-1	155	0
262	"Chain Drive"	150	0	15	20	4	700	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	262	0	0	1	0	0	0	1	0	2	7	-1	-1	-1	-1	105	0
263	"Dark Side"	180	0	70	0	5	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	263	0	0	1	0	1	0	0	0	0	0	-1	-1	-1	-1	115	0
