//ID	//Name1	Name2	Opt_1stIndex_1	Opt_2ndIndex_1	Opt_1stIndex_2	Opt_2ndIndex_2	Opt_1stIndex_3	Opt_2ndIndex_3	Opt_1stIndex_4	Opt_2ndIndex_4	Opt_1stIndex_5	Opt_2ndIndex_5	Opt_1stIndex_6	Opt_2ndIndex_6	Opt_1stValue_1	Opt_2ndValue_1	Opt_1stValue_2	Opt_2ndValue_2	Opt_1stValue_3	Opt_2ndValue_3	Opt_1stValue_4	Opt_2ndValue_4	Opt_1stValue_5	Opt_2ndValue_5	Opt_1stValue_6	Opt_2ndValue_6	Opt_1stExIndex	Opt_2ndExIndex	Opt_1stExValue	Opt_2ndExValue	Flag	Full_Index_1	Full_Index_2	Full_Index_3	Full_Index_4	Full_Index_5	Full_Index_6	Full_Index_7	Full_Index_8	Full_Index_9	Full_Value_1	Full_Value_2	Full_Value_3	Full_Value_4	Full_Value_5	Full_Value_6	Full_Value_7	Full_Value_8	Full_Value_9	DW	DK	FE	MG	DL	SU	RF	GL	RW	SL	GC
12	Vicious's	Vicious's	19	-1	8	-1	20	-1	-1	-1	-1	-1	-1	-1	15	-1	15	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	5	6	21	-1	-1	-1	-1	-1	-1	20	30	5	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
13	Apollo's	Apollo's	2	-1	7	-1	19	-1	12	-1	11	-1	13	-1	10	-1	5	-1	10	-1	30	-1	30	-1	20	-1	-1	-1	-1	-1	8	15	17	2	-1	-1	-1	-1	-1	-1	10	10	30	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
14	Barnake's	Barnake's	7	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	19	12	-1	-1	-1	-1	-1	-1	-1	30	100	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
15	Evis's	Evis's	19	-1	3	-1	7	-1	-1	-1	-1	-1	-1	-1	15	-1	20	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	20	9	14	-1	-1	-1	-1	-1	-1	5	50	5	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
16	Sylion's	Sylion's	20	-1	15	-1	10	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	1	3	2	-1	-1	-1	-1	-1	50	50	50	50	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
17	Heras's	Heras's	0	-1	7	-1	22	-1	2	-1	9	-1	-1	-1	15	-1	10	-1	5	-1	15	-1	50	-1	-1	-1	-1	-1	-1	-1	8	15	17	11	12	-1	-1	-1	-1	-1	10	10	50	50	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
18	Minet's	Minet's	2	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	12	19	-1	-1	-1	-1	-1	-1	-1	100	15	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
19	Anubis's	Anubis's	20	-1	12	-1	7	-1	-1	-1	-1	-1	-1	-1	10	-1	50	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	-1	-1	-1	15	15	20	20	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
20	Enis	Enis	19	-1	20	-1	2	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	7	21	-1	-1	-1	-1	-1	-1	-1	10	5	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
21	Ceto's	Ceto's	1	-1	11	-1	10	-1	22	-1	2	-1	-1	-1	10	-1	50	-1	20	-1	5	-1	10	-1	-1	-1	-1	-1	-1	-1	8	11	0	-1	-1	-1	-1	-1	-1	-1	50	20	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
22	Drake's	Drake's	1	-1	8	-1	20	-1	-1	-1	-1	-1	-1	-1	20	-1	25	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	10	15	-1	-1	-1	-1	-1	-1	-1	40	10	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
23	Gaia's	Gaia's	19	-1	12	-1	0	-1	20	-1	-1	-1	-1	-1	10	-1	25	-1	10	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	17	18	-1	-1	-1	-1	-1	-1	30	10	10	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
24	Fase's	Fase's	11	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	10	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
25	Odin's	Odin's	2	-1	11	-1	9	-1	1	-1	-1	-1	-1	-1	15	-1	50	-1	50	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	12	21	13	-1	-1	-1	-1	-1	-1	50	5	50	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
26	Elvian's	Elvian's	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	21	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
27	Argo's	Argo's	6	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	13	20	-1	-1	-1	-1	-1	-1	-1	50	5	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
28	Karis's	Karis's	19	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	1	-1	-1	-1	-1	-1	-1	-1	10	40	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
29	Gywen's	Gywen's	1	-1	5	-1	10	-1	6	-1	-1	-1	-1	-1	30	-1	20	20	20	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	-1	-1	-1	15	15	20	20	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
30	Aruan's	Aruan's	8	-1	20	-1	19	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	21	-1	-1	-1	-1	-1	-1	15	15	5	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
31	Gaion's	Gaion's	21	-1	20	-1	19	-1	-1	-1	-1	-1	-1	-1	5	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	18	7	0	-1	-1	-1	-1	-1	15	30	10	30	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
32	Muren's	Muren's	19	-1	7	-1	20	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	10	23	-1	-1	-1	-1	-1	15	15	25	20	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
33	Agnis's	Agnis's	20	-1	10	-1	19	-1	-1	-1	-1	-1	-1	-1	10	-1	40	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	-1	-1	-1	15	15	20	20	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
34	Broy's	Broy's	8	-1	19	-1	2	-1	-1	-1	-1	-1	-1	-1	20	-1	20	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	21	4	-1	-1	-1	-1	-1	15	15	5	30	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
35	Chrono's	Chrono's	20	-1	10	-1	19	-1	-1	-1	-1	-1	-1	-1	20	-1	60	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	-1	-1	-1	15	15	20	20	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
36	Semeden's	Semeden's	7	-1	19	-1	2	-1	-1	-1	-1	-1	-1	-1	15	-1	25	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	21	-1	-1	-1	-1	-1	-1	15	15	5	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
37	Vega's	Vega's	9	-1	3	-1	6	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	20	21	-1	-1	-1	-1	-1	-1	15	5	5	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
38	Chamer's	Chamer's	10	-1	20	-1	8	-1	-1	-1	-1	-1	-1	-1	50	-1	5	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	16	17	19	18	-1	-1	-1	-1	-1	30	15	30	20	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
39	Moros's	Moros's	11	-1	19	-1	10	-1	20	-1	-1	-1	-1	-1	30	-1	25	-1	20	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
40	Dione's	Dione's	11	-1	19	-1	10	-1	20	-1	-1	-1	-1	-1	30	-1	25	-1	20	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
41	Hades's	Hades's	11	-1	19	-1	10	-1	20	-1	-1	-1	-1	-1	30	-1	25	-1	20	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
42	Ophion's	Ophion's	11	-1	19	-1	10	-1	20	-1	-1	-1	-1	-1	30	-1	25	-1	20	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
43	Meter's	Meter's	11	-1	10	-1	20	-1	15	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	16	18	21	-1	-1	-1	-1	-1	15	20	20	5	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
44	Hegaton's	Hegaton's	11	-1	10	-1	20	-1	15	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	16	18	21	-1	-1	-1	-1	-1	15	20	20	5	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
45	Castol's	Castol's	11	-1	10	-1	20	-1	15	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	16	18	21	-1	-1	-1	-1	-1	15	20	20	5	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
46	Taros's	Taros's	11	-1	10	-1	20	-1	15	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	16	18	21	-1	-1	-1	-1	-1	15	20	20	5	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
47	Nemesis's	Nemesis's	11	-1	10	-1	20	-1	15	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	16	18	21	-1	-1	-1	-1	-1	15	20	20	5	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
48	Amis's	Amis's	11	-1	10	-1	20	-1	-1	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	21	-1	-1	-1	-1	15	15	20	20	5	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
49	Trite's	Trite's	11	-1	10	-1	20	-1	-1	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	21	-1	-1	-1	-1	15	15	20	20	5	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
50	Mahes's	Mahes's	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	21	22	-1	-1	-1	-1	-1	-1	-1	6	17	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
51	Bes's	Bes's	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	7	19	-1	-1	-1	-1	-1	-1	-1	9	80	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
52	Serket's	Serket's	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	10	8	-1	-1	-1	-1	-1	-1	-1	90	40	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
53	Apis's	Apis's	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	16	18	-1	-1	-1	-1	-1	-1	-1	40	40	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
54	Khons's	Khons's	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	-1	-1	-1	-1	-1	-1	-1	3	3	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
55	Hapy's	Hapy's	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	21	10	-1	-1	-1	-1	-1	-1	-1	1	40	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
56	Horus's	Horus's	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	19	20	-1	-1	-1	-1	-1	-1	-1	60	4	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
57	Bragi's	Bragi's	0	-1	0	-1	0	-1	11	-1	-1	-1	-1	-1	10	-1	20	-1	30	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	5	23	20	19	-1	-1	-1	-1	-1	30	6	3	50	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
58	Alvis's	Alvis's	20	-1	20	-1	20	-1	2	-1	-1	-1	-1	-1	1	-1	2	-1	3	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	21	15	17	22	-1	-1	-1	-1	-1	1	8	8	8	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
59	Frigg's	Frigg's	5	-1	6	-1	5	-1	6	-1	-1	-1	-1	-1	40	-1	40	-1	50	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	11	10	-1	-1	-1	-1	-1	7	7	50	20	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
60	Tyr's	Tyr's	0	-1	1	-1	2	-1	3	-1	-1	-1	-1	-1	20	-1	20	-1	20	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	20	7	23	17	-1	-1	-1	-1	-1	1	1	6	12	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
61	Surt's	Surt's	22	-1	10	-1	0	-1	11	-1	-1	-1	-1	-1	2	-1	20	-1	30	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	19	16	15	2	-1	-1	-1	-1	-1	40	80	11	60	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
62	Elune's	Elune's	17	-1	17	-1	17	-1	20	-1	-1	-1	-1	-1	8	-1	9	-1	10	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	19	10	12	7	-1	-1	-1	-1	-1	80	40	200	13	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
63	Magni's	Magni's	6	-1	6	-1	6	-1	11	-1	-1	-1	-1	-1	5	-1	10	-1	15	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	10	18	17	8	-1	-1	-1	-1	-1	50	10	8	60	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
64			-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
65			-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
66			-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
67			-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
68			-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
69			-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
70			-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
71	Dorov's	Dorov's	8	19	11	12	22	-1	-1	-1	-1	-1	-1	-1	20	20	100	100	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	-1	-1	-1	-1	-1	-1	-1	10	10	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
72	Anas's	Anas's	19	-1	10	-1	20	-1	-1	-1	-1	-1	-1	-1	20	-1	40	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	8	15	17	22	-1	-1	-1	-1	-1	20	15	15	5	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
73	Akhir's	Akhir's	19	-1	0	-1	18	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	16	15	17	21	-1	-1	-1	-1	-1	20	15	15	5	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
74	Camill's	Camill's	5	-1	6	-1	20	-1	-1	-1	-1	-1	-1	-1	30	-1	50	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	8	15	17	22	-1	-1	-1	-1	-1	20	15	15	5	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
75	Carthy's	Carthy's	19	-1	1	-1	18	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	16	15	17	21	-1	-1	-1	-1	-1	20	15	15	5	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
76	Dria's	Dria's	11	-1	19	-1	10	-1	20	-1	-1	-1	-1	-1	30	-1	25	-1	20	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	15	17	16	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
77	Deruff's	Deruff's	11	-1	10	-1	20	-1	15	-1	-1	-1	-1	-1	50	-1	40	-1	15	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	17	16	18	21	-1	-1	-1	-1	-1	15	20	20	5	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	
